query_id,category,avg_runtime_ms,priority,priority_score,join_type,rows_examined,index_coverage,has_filesort,has_full_scan,reasons
Q133,complex_queries,253.3,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q134,complex_queries,867.53,HIGH,1.0,ALL,1784237,0.4,True,True,"Full table scan detected; Slow query (868ms > 500ms threshold); Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,784,237)"
Q136,complex_queries,274.94,HIGH,1.0,ALL,1189490,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,189,490)"
Q137,complex_queries,269.19,HIGH,1.0,ALL,296940,0.667,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,940)"
Q138,complex_queries,268.16,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); High rows examined (296,930)"
Q116,complex_queries,184.5,HIGH,1.0,ALL,596339,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (596,339)"
Q113,complex_queries,298.23,HIGH,1.0,ALL,1189490,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,189,490)"
Q112,complex_queries,161.19,HIGH,1.0,ALL,445395,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (445,395)"
Q110,complex_queries,991.72,HIGH,1.0,ALL,1189492,0.5,True,True,"Full table scan detected; Slow query (992ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,189,492)"
Q086,complex_queries,113.26,HIGH,1.0,ALL,594766,0.667,False,True,"Full table scan detected; High rows examined (594,766)"
Q088,complex_queries,0.9,HIGH,1.0,ALL,1622,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q093,complex_queries,425.03,HIGH,1.0,ALL,148479,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); High rows examined (148,479)"
Q094,complex_queries,0.47,HIGH,1.0,ALL,1026,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index)
Q095,complex_queries,202.81,HIGH,1.0,ALL,650,0.625,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q097,complex_queries,203.67,HIGH,1.0,ALL,1189491,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,189,491)"
Q101,complex_queries,57.2,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q102,complex_queries,131.83,HIGH,1.0,ALL,164982,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (164,982)"
Q103,complex_queries,142.01,HIGH,1.0,ALL,445395,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (445,395)"
Q104,complex_queries,837.41,HIGH,1.0,ALL,759755,0.8,True,True,"Full table scan detected; Slow query (837ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (759,755)"
Q105,complex_queries,251.79,HIGH,1.0,ALL,678911,0.4,True,True,"Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (678,911)"
Q106,complex_queries,245.18,HIGH,1.0,ALL,110844,0.4,True,True,"Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (110,844)"
Q107,complex_queries,891.49,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Slow query (891ms > 500ms threshold); Low index coverage (0%); Using filesort (ORDER BY not using index); High rows examined (296,930)"
Q108,complex_queries,923.98,HIGH,1.0,ALL,1189491,0.667,True,True,"Full table scan detected; Slow query (924ms > 500ms threshold); Using filesort (ORDER BY not using index); High rows examined (1,189,491)"
Q109,complex_queries,160.36,HIGH,1.0,ALL,148466,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,466)"
Q139,complex_queries,209.99,HIGH,1.0,ALL,110844,0.4,True,True,"Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (110,844)"
Q142,complex_queries,364.51,HIGH,1.0,ALL,593860,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (593,860)"
Q079,complex_queries,0.4,HIGH,1.0,ALL,1026,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index)
Q191,complex_queries,46.39,HIGH,1.0,ALL,445395,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (445,395)"
Q182,complex_queries,1467.22,HIGH,1.0,ALL,452423,0.571,True,True,"Full table scan detected; Slow query (1467ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (452,423)"
Q184,complex_queries,985.87,HIGH,1.0,ALL,1209438,0.5,True,True,"Full table scan detected; Slow query (986ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,209,438)"
Q185,complex_queries,628.78,HIGH,1.0,ALL,891686,0.4,True,True,"Full table scan detected; Slow query (629ms > 500ms threshold); Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (891,686)"
Q186,complex_queries,155.19,HIGH,1.0,ALL,164982,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (164,982)"
Q188,complex_queries,1177.99,HIGH,1.0,ALL,757092,0.8,True,True,"Full table scan detected; Slow query (1178ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (757,092)"
Q189,complex_queries,605.94,HIGH,1.0,ALL,452422,0.5,True,True,"Full table scan detected; Slow query (606ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (452,422)"
Q190,complex_queries,372.71,HIGH,1.0,ALL,594748,0.75,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,748)"
Q192,complex_queries,827.42,HIGH,1.0,ALL,759740,0.8,True,True,"Full table scan detected; Slow query (827ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (759,740)"
Q143,complex_queries,240.23,HIGH,1.0,ALL,1784235,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,784,235)"
Q193,complex_queries,188.92,HIGH,1.0,ALL,296931,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,931)"
Q194,complex_queries,967.16,HIGH,1.0,ALL,759755,0.8,True,True,"Full table scan detected; Slow query (967ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (759,755)"
Q195,complex_queries,571.59,HIGH,1.0,ALL,148469,0.5,True,True,"Full table scan detected; Slow query (572ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,469)"
Q196,complex_queries,4779.9,HIGH,1.0,ALL,440823240,0.333,True,True,"Full table scan detected; Slow query (4780ms > 500ms threshold); Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (440,823,240)"
Q197,complex_queries,642.43,HIGH,1.0,ALL,594745,0.0,True,True,"Full table scan detected; Slow query (642ms > 500ms threshold); Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,745)"
Q198,complex_queries,3004.29,HIGH,1.0,ALL,763184,0.625,True,True,"Full table scan detected; Slow query (3004ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (763,184)"
Q199,complex_queries,1479.87,HIGH,1.0,ALL,757091,0.75,True,True,"Full table scan detected; Slow query (1480ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (757,091)"
Q180,complex_queries,320.23,HIGH,1.0,ALL,110844,0.4,True,True,"Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (110,844)"
Q179,complex_queries,1150.48,HIGH,1.0,ALL,759755,0.8,True,True,"Full table scan detected; Slow query (1150ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (759,755)"
Q177,complex_queries,673.53,HIGH,1.0,ALL,757092,0.8,True,True,"Full table scan detected; Slow query (674ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (757,092)"
Q176,complex_queries,1862.72,HIGH,1.0,ALL,757090,0.333,True,True,"Full table scan detected; Slow query (1863ms > 500ms threshold); Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (757,090)"
Q144,complex_queries,512.32,HIGH,1.0,ALL,1784245,0.25,True,True,"Full table scan detected; Slow query (512ms > 500ms threshold); Low index coverage (25%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,784,245)"
Q145,complex_queries,261.04,HIGH,1.0,ALL,678912,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (678,912)"
Q147,complex_queries,55.22,HIGH,1.0,ALL,39838,0.0,True,True,Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index)
Q148,complex_queries,69.44,HIGH,1.0,ALL,2001,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q149,complex_queries,2648.11,HIGH,1.0,ALL,148479,0.5,True,True,"Full table scan detected; Slow query (2648ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,479)"
Q151,complex_queries,3604.72,HIGH,1.0,ALL,1215,0.667,True,True,Full table scan detected; Slow query (3605ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q153,complex_queries,19.61,HIGH,1.0,ALL,39838,0.0,True,True,Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index)
Q157,complex_queries,41188.21,HIGH,1.0,ALL,39838,0.0,True,True,Full table scan detected; Slow query (41188ms > 500ms threshold); Low index coverage (0%); Using filesort (ORDER BY not using index)
Q164,complex_queries,136.84,HIGH,1.0,ALL,646,0.75,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q165,complex_queries,217.2,HIGH,1.0,ALL,19954,0.833,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q167,complex_queries,187.98,HIGH,1.0,ALL,165032,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (165,032)"
Q168,complex_queries,179.48,HIGH,1.0,ALL,594746,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,746)"
Q169,complex_queries,185.55,HIGH,1.0,ALL,235316,0.667,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (235,316)"
Q173,complex_queries,19.62,HIGH,1.0,ALL,19977,0.667,False,True,Full table scan detected
Q175,complex_queries,9.87,HIGH,1.0,ALL,19948,0.5,False,True,Full table scan detected
Q084,complex_queries,5.12,HIGH,1.0,ALL,14893,0.5,False,True,Full table scan detected
Q078,complex_queries,181.85,HIGH,1.0,ALL,644,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q174,aggregation,7.78,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%); Using temporary table
Q006,complex_queries,532.87,HIGH,1.0,ALL,452422,0.5,True,True,"Full table scan detected; Slow query (533ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (452,422)"
Q199,aggregation,100.88,HIGH,1.0,ALL,148465,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,465)"
Q200,aggregation,1767.58,HIGH,1.0,ALL,643,0.6,True,True,Full table scan detected; Slow query (1768ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q001,complex_queries,159.61,HIGH,1.0,ALL,296931,0.667,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); High rows examined (296,931)"
Q002,complex_queries,261.98,HIGH,1.0,ALL,678911,0.4,True,True,"Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (678,911)"
Q003,complex_queries,300.14,HIGH,1.0,ALL,296932,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,932)"
Q004,complex_queries,1040.06,HIGH,1.0,ALL,759755,0.8,True,True,"Full table scan detected; Slow query (1040ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (759,755)"
Q005,complex_queries,181.93,HIGH,1.0,ALL,163367,0.667,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (163,367)"
Q007,complex_queries,58.17,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q019,complex_queries,279.21,HIGH,1.0,ALL,1784235,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,784,235)"
Q008,complex_queries,873.04,HIGH,1.0,ALL,1784238,0.333,True,True,"Full table scan detected; Slow query (873ms > 500ms threshold); Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,784,238)"
Q010,complex_queries,2466.22,HIGH,1.0,ALL,615471,0.5,True,True,"Full table scan detected; Slow query (2466ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (615,471)"
Q011,complex_queries,167.92,HIGH,1.0,ALL,445396,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); High rows examined (445,396)"
Q013,complex_queries,233.55,HIGH,1.0,ALL,110844,0.4,True,True,"Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (110,844)"
Q014,complex_queries,70.85,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q015,complex_queries,210.39,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q017,complex_queries,35.93,HIGH,1.0,ALL,29932,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q198,aggregation,165.55,HIGH,1.0,ALL,82493,0.75,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q197,aggregation,171.01,HIGH,1.0,ALL,296931,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,931)"
Q195,aggregation,1187.84,HIGH,1.0,ALL,594746,0.5,True,True,"Full table scan detected; Slow query (1188ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,746)"
Q194,aggregation,542.61,HIGH,1.0,ALL,594745,0.0,True,True,"Full table scan detected; Slow query (543ms > 500ms threshold); Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,745)"
Q175,aggregation,1655.22,HIGH,1.0,ALL,19948,0.5,True,True,Full table scan detected; Slow query (1655ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q176,aggregation,286.24,HIGH,1.0,ALL,594745,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,745)"
Q177,aggregation,89.66,HIGH,1.0,ALL,148465,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,465)"
Q178,aggregation,317.55,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); Using temporary table; High rows examined (594,745)"
Q179,aggregation,63.06,HIGH,1.0,ALL,235316,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (235,316)"
Q180,aggregation,59.16,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q181,aggregation,657.25,HIGH,1.0,ALL,594745,0.0,True,True,"Full table scan detected; Slow query (657ms > 500ms threshold); Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,745)"
Q183,aggregation,60.77,HIGH,1.0,ALL,644,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q184,aggregation,119.82,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q185,aggregation,192.61,HIGH,1.0,ALL,296931,0.667,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,931)"
Q186,aggregation,161.65,HIGH,1.0,ALL,82492,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q188,aggregation,195.67,HIGH,1.0,ALL,82492,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q190,aggregation,1308.49,HIGH,1.0,ALL,19948,0.5,True,True,Full table scan detected; Slow query (1308ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q191,aggregation,304.87,HIGH,1.0,ALL,639,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q192,aggregation,273.26,HIGH,1.0,ALL,19925,0.8,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q018,complex_queries,1030.72,HIGH,1.0,ALL,904202,0.5,True,True,"Full table scan detected; Slow query (1031ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (904,202)"
Q022,complex_queries,47.77,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q077,complex_queries,108.9,HIGH,1.0,ALL,595746,0.667,False,True,"Full table scan detected; High rows examined (595,746)"
Q066,complex_queries,5024.88,HIGH,1.0,ALL,296958,0.4,True,True,"Full table scan detected; Slow query (5025ms > 500ms threshold); Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,958)"
Q055,complex_queries,71.78,HIGH,1.0,ALL,296930,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,930)"
Q056,complex_queries,4.08,HIGH,1.0,ALL,1628,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q057,complex_queries,335.67,HIGH,1.0,ALL,1189490,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,189,490)"
Q059,complex_queries,1572.8,HIGH,1.0,ALL,20600,0.615,True,True,Full table scan detected; Slow query (1573ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q060,complex_queries,1.31,HIGH,1.0,ALL,2060,0.0,True,True,Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table
Q062,complex_queries,1749.31,HIGH,1.0,ALL,39896,0.4,True,True,Full table scan detected; Slow query (1749ms > 500ms threshold); Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table
Q064,complex_queries,56.01,HIGH,1.0,ALL,17170,0.6,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q068,complex_queries,3.66,HIGH,1.0,ALL,1655,0.143,True,True,Full table scan detected; Low index coverage (14%); Using filesort (ORDER BY not using index); Using temporary table
Q023,complex_queries,824.4,HIGH,1.0,ALL,674139,0.5,True,True,"Full table scan detected; Slow query (824ms > 500ms threshold); Using filesort (ORDER BY not using index); High rows examined (674,139)"
Q069,complex_queries,301.52,HIGH,1.0,ALL,1189490,0.0,True,True,"Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,189,490)"
Q071,complex_queries,53.73,HIGH,1.0,ALL,16145,0.5,False,True,Full table scan detected; Using temporary table
Q072,complex_queries,105.62,HIGH,1.0,ALL,296934,0.571,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (296,934)"
Q073,complex_queries,6.01,HIGH,1.0,ALL,19920,0.5,False,True,Full table scan detected; Using temporary table
Q074,complex_queries,226.73,HIGH,1.0,ALL,1189491,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (1,189,491)"
Q075,complex_queries,639.34,HIGH,1.0,ALL,148479,0.5,True,True,"Full table scan detected; Slow query (639ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,479)"
Q076,complex_queries,52.82,HIGH,1.0,ALL,148466,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,466)"
Q054,complex_queries,97.07,HIGH,1.0,ALL,311824,0.667,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (311,824)"
Q052,complex_queries,170.73,HIGH,1.0,ALL,178259,0.4,True,True,"Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (178,259)"
Q051,complex_queries,29.45,HIGH,1.0,ALL,1621,0.4,True,True,Full table scan detected; Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table
Q049,complex_queries,251.78,HIGH,1.0,ALL,594750,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,750)"
Q024,complex_queries,618.15,HIGH,1.0,ALL,148471,0.75,True,True,"Full table scan detected; Slow query (618ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,471)"
Q026,complex_queries,21.51,HIGH,1.0,ALL,148532,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); High rows examined (148,532)"
Q027,complex_queries,70688.32,HIGH,1.0,ALL,39838,0.0,True,True,Full table scan detected; Slow query (70688ms > 500ms threshold); Low index coverage (0%); Using filesort (ORDER BY not using index)
Q030,complex_queries,15.01,HIGH,1.0,ALL,15512,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q032,complex_queries,306.68,HIGH,1.0,ALL,460298,0.667,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); High rows examined (460,298)"
Q033,complex_queries,92.35,HIGH,1.0,ALL,164981,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (164,981)"
Q034,complex_queries,24471.09,HIGH,1.0,ALL,594774,0.5,True,True,"Full table scan detected; Slow query (24471ms > 500ms threshold); Using filesort (ORDER BY not using index); High rows examined (594,774)"
Q035,complex_queries,2890.25,HIGH,1.0,ALL,148479,0.5,True,True,"Full table scan detected; Slow query (2890ms > 500ms threshold); Using filesort (ORDER BY not using index); High rows examined (148,479)"
Q036,complex_queries,2106.73,HIGH,1.0,ALL,635418,0.4,True,True,"Full table scan detected; Slow query (2107ms > 500ms threshold); Low index coverage (40%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (635,418)"
Q038,complex_queries,149.89,HIGH,1.0,ALL,83494,0.5,False,True,Full table scan detected
Q042,complex_queries,1620.46,HIGH,1.0,ALL,83129,0.667,True,True,Full table scan detected; Slow query (1620ms > 500ms threshold); Using filesort (ORDER BY not using index)
Q044,complex_queries,2605.33,HIGH,1.0,ALL,148493,0.667,True,True,"Full table scan detected; Slow query (2605ms > 500ms threshold); Using filesort (ORDER BY not using index); High rows examined (148,493)"
Q046,complex_queries,168.87,HIGH,1.0,ALL,311776,0.333,True,True,"Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (311,776)"
Q047,complex_queries,471.85,HIGH,1.0,ALL,1192678,0.333,False,True,"Full table scan detected; Low index coverage (33%); Using temporary table; High rows examined (1,192,678)"
Q048,complex_queries,5.57,HIGH,1.0,ALL,29785,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q149,three_table_joins,91.95,HIGH,1.0,ALL,634,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q189,three_table_joins,161.81,HIGH,1.0,ALL,82493,0.75,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q147,three_table_joins,36.24,HIGH,1.0,ALL,82492,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index)
Q064,two_table_joins,149.45,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q057,two_table_joins,132.62,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q058,two_table_joins,126.64,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q059,two_table_joins,119.48,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q060,two_table_joins,116.39,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q061,two_table_joins,111.13,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q062,two_table_joins,106.75,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q063,two_table_joins,169.77,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q065,two_table_joins,140.68,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q055,two_table_joins,139.21,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q066,two_table_joins,99.21,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q067,two_table_joins,83.98,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q068,two_table_joins,49.33,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q075,two_table_joins,5.69,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q076,two_table_joins,8.73,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q077,two_table_joins,16.41,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q095,two_table_joins,177.9,HIGH,1.0,ALL,594746,0.5,False,True,"Full table scan detected; High rows examined (594,746)"
Q056,two_table_joins,136.29,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q054,two_table_joins,148.02,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q195,two_table_joins,218.16,HIGH,1.0,ALL,148466,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,466)"
Q033,two_table_joins,45.75,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q007,two_table_joins,71.67,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q010,two_table_joins,72.06,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q011,two_table_joins,150.04,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q012,two_table_joins,136.53,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q014,two_table_joins,136.35,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q030,two_table_joins,66.04,HIGH,1.0,ALL,19922,0.5,False,True,Full table scan detected
Q032,two_table_joins,65.99,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
