query_id,category,error,sql
COM_Q080,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l_partkey, p_name, total_ordered, total_returned, ROUND(total_returned / NULLIF(total_ordered"
COM_Q082,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT n_name, ROUND(SUM(POWER(revenue_share, 2)), 4) AS hhi_index FROM ( SELECT n_name, l_suppkey, "
COM_Q083,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT size_bucket, AVG(ship_lag) AS avg_ship_lag_days, COUNT(*)      AS item_count FROM ( SELECT CA"
COM_Q087,complex_queries,1052 (23000): Column 'p_partkey' in field list is ambiguous,"SELECT p_partkey, p_name, avg_price, total_qty, RANK() OVER (ORDER BY avg_price DESC)  AS price_rank"
COM_Q089,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT supplier_nation, customer_nation, export_value, import_value, export_value - import_value AS "
COM_Q091,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT material_type, p_brand, p_type, SUM(revenue) AS total_revenue FROM ( SELECT SUBSTRING_INDEX(p"
COM_Q100,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l_suppkey, ship_month, monthly_revenue, LAG(monthly_revenue)  OVER (PARTITION BY l_suppkey OR"
COM_Q101,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p_container, l_partkey, part_revenue, DENSE_RANK() OVER ( PARTITION BY p_container ORDER BY p"
COM_Q102,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l_orderkey, FIRST_VALUE(l_linenumber) OVER ( PARTITION BY l_orderkey ORDER BY l_shipdate ) AS"
COM_Q103,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o_custkey, o_orderdate, order_discount, SUM(order_discount) OVER ( PARTITION BY o_custkey ORD"
COM_Q106,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l_suppkey, n_name, supp_revenue, nation_avg_revenue, supp_revenue - nation_avg_revenue AS dev"
COM_Q112,complex_queries,1690 (22003): BIGINT UNSIGNED value is out of range in '(`ranked`.`rank_1997` - ,"SELECT s_name, rank_1994, rank_1997, rank_1997 - rank_1994 AS rank_change FROM ( SELECT l_suppkey, R"
COM_Q113,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l_partkey, order_month, monthly_qty, monthly_qty / AVG(monthly_qty) OVER (PARTITION BY l_part"
COM_Q121,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o1.o_custkey, o1.o_orderdate          AS day1, o2.o_orderdate          AS day2, o1.o_totalpri"
COM_Q123,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c1.c_custkey   AS customer_a, c2.c_custkey   AS customer_b, c1.c_mktsegment, n_name          "
COM_Q124,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT n1.n_name AS from_nation, n2.n_name AS to_nation, COALESCE(trade_value, 0) AS trade_value FRO"
COM_Q129,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p1.p_partkey   AS part_a, p2.p_partkey   AS part_b, p1.p_brand, p1.p_retailprice, p1.p_mfgr  "
COM_Q149,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p_brand, l_shipmode, c_mktsegment, COUNT(*)                                          AS line_"
COM_Q151,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l_partkey, p_name, p_brand, MIN(o_orderdate)  AS first_ordered, MAX(o_orderdate)  AS last_ord"
COM_Q152,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c_mktsegment, avg_distinct_parts, avg_distinct_brands, avg_distinct_types, COUNT(*) AS custom"
COM_Q156,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT ps_partkey, p_name, p_brand, total_stock, avg_monthly_demand, ROUND(total_stock / NULLIF(avg_"
COM_Q159,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r1.r_name AS region, total_orders, active_customers, total_revenue, avg_order_value, total_li"
COM_Q160,complex_queries,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p_type, order_year, annual_revenue, annual_qty, ROUND( annual_revenue / SUM(annual_revenue) O"
SIN_Q027,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_QUANTITY > 20
SIN_Q028,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_QUANTITY BETWEEN 10 AND 30
SIN_Q029,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_SHIPDATE > '1996-01-01'
SIN_Q030,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_DISCOUNT > 0.05
SIN_Q031,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_QUANTITY > 30
SIN_Q034,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_SHIPDATE BETWEEN '1995-01-01' AND '1997-01-01'
SIN_Q035,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_DISCOUNT BETWEEN 0.02 AND 0.07
SIN_Q038,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_QUANTITY > 15 AND L_DISCOUNT > 0.03
SIN_Q041,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_SHIPDATE BETWEEN '1994-01-01' AND '1995-01-01'
SIN_Q043,single_table_filters,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT * FROM LINEITEM WHERE L_QUANTITY > 20 AND L_SHIPDATE > '1996-01-01'
THR_Q021,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, p.P_NAME, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L"
THR_Q022,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, p.P_TYPE, l.L_EXTENDEDPRICE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY "
THR_Q023,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, p.P_NAME, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L"
THR_Q024,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, p.P_RETAILPRICE, l.L_SHIPDATE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKE"
THR_Q025,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS  o JOIN   LIN"
THR_Q026,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_TYPE, AVG(l.L_QUANTITY)    AS avg_quantity, COUNT(l.L_LINENUMBER) AS line_count FROM   OR"
THR_Q027,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_PARTKEY, p.P_NAME, SUM(l.L_QUANTITY)    AS total_qty FROM   ORDERS  o JOIN   LINEITEM l O"
THR_Q028,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, o.O_TOTALPRICE, MAX(p.P_RETAILPRICE) AS max_part_price FROM   ORDERS  o JOIN   "
THR_Q031,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, s.S_NAME, l.L_QUANTITY FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l."
THR_Q032,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, s.S_NAME, l.L_DISCOUNT FROM   ORDERS   o JOIN   LINEITEM l ON o.O_ORDERKEY = l."
THR_Q033,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_SUPPKEY, s.S_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS  "
THR_Q034,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_SUPPKEY, s.S_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS  "
THR_Q036,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_SUPPKEY, s.S_NAME, SUM(l.L_QUANTITY)    AS total_qty FROM   ORDERS   o JOIN   LINEITEM l "
THR_Q039,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_ORDERKEY, p.P_NAME, ps.PS_SUPPLYCOST FROM   LINEITEM l JOIN   PART     p  ON l.L_PARTKEY "
THR_Q040,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_ORDERKEY, p.P_NAME, ps.PS_SUPPLYCOST, l.L_EXTENDEDPRICE FROM   LINEITEM l JOIN   PART    "
THR_Q041,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_ORDERKEY, p.P_NAME, ps.PS_SUPPLYCOST FROM   LINEITEM l JOIN   PART     p  ON l.L_PARTKEY "
THR_Q042,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_PARTKEY, p.P_NAME, SUM(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS total_margin FROM   LINEI"
THR_Q043,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, AVG(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS avg_margin FROM   LINEITEM l JOIN   P"
THR_Q044,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_PARTKEY, p.P_SIZE, ps.PS_SUPPLYCOST FROM   PART     p JOIN   PARTSUPP ps ON p.P_PARTKEY ="
THR_Q045,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_TYPE, COUNT(l.L_LINENUMBER) AS line_count, AVG(ps.PS_SUPPLYCOST) AS avg_supply_cost FROM "
THR_Q046,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, AVG(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS avg_margin FROM   LINEITEM l JOIN   P"
THR_Q047,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_ORDERKEY, p.P_NAME, l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST AS margin FROM   LINEITEM l JOIN"
THR_Q048,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT DISTINCT p.P_TYPE, p.P_BRAND FROM   LINEITEM l JOIN   PART     p  ON l.L_PARTKEY  = p.P_PARTK"
THR_Q049,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_ORDERKEY, p.P_NAME, s.S_NAME, ps.PS_SUPPLYCOST FROM   LINEITEM l JOIN   PART     p  ON l."
THR_Q051,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_NAME, p.P_TYPE, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   LINEITEM l "
THR_Q052,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_SUPPKEY, s.S_NAME, SUM(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS total_margin FROM   LINEI"
THR_Q053,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_ORDERKEY, p.P_NAME, s.S_NAME, l.L_QUANTITY FROM   LINEITEM l JOIN   PART     p  ON l.L_PA"
THR_Q054,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, s.S_NATIONKEY, AVG(ps.PS_SUPPLYCOST) AS avg_cost FROM   LINEITEM l JOIN   PART    "
THR_Q055,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_SUPPKEY, s.S_NAME, AVG(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS avg_margin FROM   LINEITE"
THR_Q056,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_NAME, s.S_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   LINEITEM l "
THR_Q057,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT DISTINCT p.P_BRAND, s.S_NATIONKEY FROM   LINEITEM l JOIN   PART     p  ON l.L_PARTKEY  = p.P_"
THR_Q058,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, s.S_NATIONKEY, COUNT(DISTINCT l.L_ORDERKEY) AS order_count FROM   LINEITEM l JOIN "
THR_Q061,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_CUSTKEY, c.C_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS total_spend FROM   ORDE"
THR_Q062,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_CUSTKEY, c.C_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS total_spend FROM   ORDE"
THR_Q064,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_CUSTKEY, c.C_NAME, COUNT(l.L_LINENUMBER) AS total_lines FROM   ORDERS   o JOIN   CUSTOMER"
THR_Q089,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_CUSTKEY, c.C_NAME, p.P_BRAND, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM"
THR_Q090,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_NATIONKEY, p.P_TYPE, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS"
THR_Q091,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_NATIONKEY, p.P_BRAND, SUM(l.L_QUANTITY)    AS total_qty FROM   ORDERS   o JOIN   CUSTOMER"
THR_Q092,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_NATIONKEY, p.P_BRAND, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDER"
THR_Q094,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT DISTINCT c.C_NATIONKEY, p.P_TYPE FROM   ORDERS   o JOIN   CUSTOMER c ON o.O_CUSTKEY  = c.C_CU"
THR_Q095,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT YEAR(o.O_ORDERDATE) AS order_year, p.P_BRAND, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS "
THR_Q096,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, c.C_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS net_revenue FROM   ORD"
THR_Q098,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT n.N_NAME        AS supplier_nation, p.P_BRAND, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS"
THR_Q099,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, p.P_NAME, s.S_NAME, n.N_NAME        AS supplier_nation, l.L_EXTENDEDPRICE FROM "
THR_Q100,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, c.C_NAME, p.P_NAME, l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST AS margin FROM   ORDER"
THR_Q101,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT c.C_CUSTKEY, c.C_NAME, SUM(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS total_margin FROM   ORDER"
THR_Q102,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT n.N_NAME        AS nation, p.P_TYPE, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue F"
THR_Q104,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT cn.N_NAME       AS nation, COUNT(DISTINCT o.O_ORDERKEY) AS order_count, SUM(l.L_EXTENDEDPRICE"
THR_Q105,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT n.N_NAME        AS nation, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDE"
THR_Q107,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT cn.N_NAME       AS cust_nation, p.P_BRAND, s.S_NAME, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUN"
THR_Q108,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r.R_NAME        AS region, p.P_TYPE, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue F"
THR_Q109,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r.R_NAME        AS customer_region, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue, A"
THR_Q110,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT cn.N_NAME       AS cust_nation, p.P_BRAND, SUM(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS total"
THR_Q111,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r.R_NAME        AS region, p.P_BRAND, SUM(l.L_QUANTITY) AS total_qty FROM   ORDERS    o JOIN "
THR_Q112,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT cn.N_NAME       AS cust_nation, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM  "
THR_Q113,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r.R_NAME        AS region, p.P_BRAND, COUNT(DISTINCT c.C_CUSTKEY) AS cust_count FROM   ORDERS"
THR_Q114,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT cn.N_NAME       AS cust_nation, sn.N_NAME       AS supp_nation, AVG(o.O_TOTALPRICE) AS avg_or"
THR_Q115,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r.R_NAME                 AS region, YEAR(o.O_ORDERDATE)      AS yr, MONTH(o.O_ORDERDATE)     "
THR_Q116,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, n.N_NAME        AS supplier_nation, MAX(l.L_EXTENDEDPRICE) AS max_price, MIN(l.L_E"
THR_Q118,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_SIZE, r.R_NAME        AS supplier_region, AVG(l.L_DISCOUNT) AS avg_discount FROM   LINEIT"
THR_Q120,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_SHIPMODE, p.P_TYPE, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDERS "
THR_Q122,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_CONTAINER, n.N_NAME        AS nation, SUM(l.L_QUANTITY) AS total_qty FROM   LINEITEM l JO"
THR_Q126,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, YEAR(l.L_SHIPDATE)    AS ship_year, MAX(l.L_QUANTITY) - MIN(l.L_QUANTITY) AS qty_s"
THR_Q127,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_TYPE, COUNT(DISTINCT c.C_CUSTKEY) AS customer_count FROM   ORDERS   o JOIN   CUSTOMER c O"
THR_Q129,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r.R_NAME        AS region, o.O_ORDERSTATUS  AS status, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCO"
THR_Q132,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, AVG(l.L_EXTENDEDPRICE) AS avg_line_revenue FROM   LINEITEM l JOIN   PART     p  ON"
THR_Q138,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT l.L_SHIPMODE, AVG(l.L_QUANTITY)    AS avg_qty, COUNT(l.L_LINENUMBER) AS line_count FROM   LIN"
THR_Q147,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, c.C_NAME, n.N_NAME        AS nation, AVG(l.L_DISCOUNT) AS avg_discount FROM   O"
THR_Q162,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT DISTINCT sn.N_NAME  AS supplier_nation, cn.N_NAME            AS customer_nation FROM   ORDERS"
THR_Q168,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT MONTH(l.L_SHIPDATE)   AS ship_month, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue F"
THR_Q171,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT n.N_NAME        AS supplier_nation, p.P_BRAND, SUM(l.L_QUANTITY) AS total_qty FROM   LINEITEM"
THR_Q177,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT n.N_NAME        AS nation, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT)) AS revenue FROM   ORDE"
THR_Q178,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_SUPPKEY, s.S_NAME, n.N_NAME        AS nation, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT))"
THR_Q179,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, p.P_TYPE, SUM(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS total_margin FROM   LINEITE"
THR_Q183,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_BRAND, COUNT(DISTINCT r.R_REGIONKEY) AS region_count, SUM(l.L_QUANTITY)             AS to"
THR_Q184,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT r.R_NAME        AS supplier_region, p.P_TYPE, AVG(l.L_EXTENDEDPRICE - ps.PS_SUPPLYCOST) AS av"
THR_Q187,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT a.C_NAME        AS customer_a, b.C_NAME        AS customer_b, n.N_NAME        AS nation, a.C_"
THR_Q190,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT s.S_SUPPKEY, s.S_NAME, n.N_NAME        AS nation, SUM(l.L_EXTENDEDPRICE * (1 - l.L_DISCOUNT))"
THR_Q191,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT p.P_PARTKEY, p.P_NAME, SUM(CASE WHEN YEAR(l.L_SHIPDATE) = 1995 THEN l.L_QUANTITY ELSE 0 END) "
THR_Q193,three_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT cr.R_NAME       AS customer_region, sr.R_NAME       AS supplier_region, COUNT(DISTINCT o.O_OR"
TWO_Q016,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY"
TWO_Q017,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q018,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q020,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_DISCOUNT FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q021,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q022,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q023,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_DISCOUNT FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q025,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q037,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q041,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q043,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_DISCOUNT FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY "
TWO_Q078,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q079,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q080,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
