query_id,category,avg_runtime_ms,priority,priority_score,has_full_scan,has_filesort,index_coverage,rows_examined
Q168,two_table_joins,58.17,HIGH,1.0,True,False,0.5,82491
Q171,two_table_joins,82.02,HIGH,1.0,True,True,0.5,14906
Q174,two_table_joins,211.91,HIGH,1.0,True,True,0.5,594746
Q175,two_table_joins,66.85,HIGH,1.0,True,True,0.5,19922
Q176,two_table_joins,77.05,HIGH,1.0,True,True,0.5,82491
Q177,two_table_joins,28.99,HIGH,1.0,True,True,0.5,82491
Q178,two_table_joins,37.51,HIGH,1.0,True,False,0.667,163358
Q179,two_table_joins,42.05,HIGH,1.0,True,False,0.333,163358
Q180,two_table_joins,32.19,HIGH,1.0,True,False,0.333,163358
Q005,aggregation,81.84,HIGH,1.0,True,False,0.0,594745
Q185,two_table_joins,17.26,HIGH,1.0,True,False,0.75,8956
Q154,two_table_joins,99.05,HIGH,1.0,True,False,0.5,148466
Q153,two_table_joins,67.33,HIGH,1.0,True,False,0.5,82491
Q152,two_table_joins,69.99,HIGH,1.0,True,False,0.5,82491
Q133,two_table_joins,10.57,HIGH,1.0,True,False,0.5,82491
Q125,two_table_joins,22.44,HIGH,1.0,True,False,0.5,82491
Q126,two_table_joins,48.99,HIGH,1.0,True,False,0.5,82491
Q127,two_table_joins,41.84,HIGH,1.0,True,False,0.5,82491
Q128,two_table_joins,57.9,HIGH,1.0,True,False,0.5,82491
Q129,two_table_joins,57.67,HIGH,1.0,True,False,0.5,82491
Q130,two_table_joins,200.68,HIGH,1.0,True,False,0.5,594746
Q131,two_table_joins,248.15,HIGH,1.0,True,False,0.5,594746
Q134,two_table_joins,286.31,HIGH,1.0,True,True,0.5,14906
Q151,two_table_joins,68.04,HIGH,1.0,True,False,0.5,82491
Q135,two_table_joins,415.23,HIGH,1.0,True,True,0.5,594746
Q137,two_table_joins,203.07,HIGH,1.0,True,False,0.5,148466
Q138,two_table_joins,213.81,HIGH,1.0,True,False,0.5,148466
Q139,two_table_joins,135.39,HIGH,1.0,True,False,0.5,148466
Q140,two_table_joins,135.66,HIGH,1.0,True,False,0.5,148466
Q141,two_table_joins,144.51,HIGH,1.0,True,False,0.5,14906
Q149,two_table_joins,56.23,HIGH,1.0,True,False,0.5,19922
Q011,two_table_joins,150.04,HIGH,1.0,True,False,0.5,14906
Q007,two_table_joins,71.67,HIGH,1.0,True,False,0.5,14906
Q187,two_table_joins,140.36,HIGH,1.0,True,True,0.5,148466
Q066,single_table_filters,9.55,HIGH,1.0,True,False,0.0,14892
Q045,single_table_filters,230.78,HIGH,1.0,True,False,0.0,594745
Q046,single_table_filters,201.74,HIGH,1.0,True,False,0.0,594745
Q047,single_table_filters,143.99,HIGH,1.0,True,False,0.0,594745
Q048,single_table_filters,101.44,HIGH,1.0,True,False,0.0,594745
Q049,single_table_filters,121.62,HIGH,1.0,True,False,0.0,594745
Q050,single_table_filters,119.21,HIGH,1.0,True,False,0.0,594745
Q051,single_table_filters,229.6,HIGH,1.0,True,False,0.0,594745
Q052,single_table_filters,122.2,HIGH,1.0,True,False,0.0,594745
Q053,single_table_filters,97.04,HIGH,1.0,True,False,0.0,594745
Q054,single_table_filters,24.79,HIGH,1.0,True,False,0.0,14892
Q055,single_table_filters,21.28,HIGH,1.0,True,False,0.0,14892
Q057,single_table_filters,5.36,HIGH,1.0,True,False,0.0,14892
Q058,single_table_filters,10.36,HIGH,1.0,True,False,0.0,14892
Q060,single_table_filters,6.37,HIGH,1.0,True,False,0.0,14892
Q061,single_table_filters,3.17,HIGH,1.0,True,False,0.0,14892
Q062,single_table_filters,11.41,HIGH,1.0,True,False,0.0,14892
Q063,single_table_filters,5.62,HIGH,1.0,True,False,0.0,14892
Q044,single_table_filters,259.89,HIGH,1.0,True,False,0.0,594745
Q043,single_table_filters,662.97,HIGH,1.0,True,False,0.0,594745
Q042,single_table_filters,479.01,HIGH,1.0,True,False,0.0,594745
Q031,single_table_filters,1055.06,HIGH,1.0,True,False,0.0,594745
Q004,single_table_filters,172.45,HIGH,1.0,True,False,0.0,148465
Q010,single_table_filters,159.57,HIGH,1.0,True,False,0.0,148465
Q011,single_table_filters,117.15,HIGH,1.0,True,False,0.0,148465
Q027,single_table_filters,1620.06,HIGH,1.0,True,False,0.0,594745
Q028,single_table_filters,1124.84,HIGH,1.0,True,False,0.0,594745
Q029,single_table_filters,1139.03,HIGH,1.0,True,False,0.0,594745
Q030,single_table_filters,1198.59,HIGH,1.0,True,False,0.0,594745
Q032,single_table_filters,576.21,HIGH,1.0,True,False,0.0,594745
Q041,single_table_filters,407.84,HIGH,1.0,True,False,0.0,594745
Q034,single_table_filters,820.23,HIGH,1.0,True,False,0.0,594745
Q035,single_table_filters,1452.32,HIGH,1.0,True,False,0.0,594745
Q036,single_table_filters,282.86,HIGH,1.0,True,False,0.0,594745
Q037,single_table_filters,648.45,HIGH,1.0,True,False,0.0,594745
Q038,single_table_filters,1193.47,HIGH,1.0,True,False,0.0,594745
Q039,single_table_filters,101.21,HIGH,1.0,True,False,0.0,594745
Q040,single_table_filters,172.62,HIGH,1.0,True,False,0.0,594745
Q065,single_table_filters,2.93,HIGH,1.0,True,False,0.0,14892
Q067,single_table_filters,7.01,HIGH,1.0,True,False,0.0,14892
Q006,two_table_joins,79.97,HIGH,1.0,True,False,0.5,14906
Q068,single_table_filters,6.94,HIGH,1.0,True,False,0.0,14892
Q099,single_table_filters,0.68,HIGH,1.0,True,False,0.0,1000
Q100,single_table_filters,0.4,HIGH,1.0,True,False,0.0,1000
Q101,single_table_filters,1.35,HIGH,1.0,True,False,0.0,1000
Q102,single_table_filters,0.53,HIGH,1.0,True,False,0.0,1000
Q103,single_table_filters,0.32,HIGH,1.0,True,False,0.0,1000
Q104,single_table_filters,0.77,HIGH,1.0,True,False,0.0,1000
Q105,single_table_filters,3.33,HIGH,1.0,True,False,0.0,1000
Q106,single_table_filters,0.8,HIGH,1.0,True,False,0.0,1000
Q107,single_table_filters,1.47,HIGH,1.0,True,False,0.0,1000
Q108,single_table_filters,0.71,HIGH,1.0,True,False,0.0,1000
Q109,single_table_filters,0.31,HIGH,1.0,True,False,0.0,1000
Q110,single_table_filters,0.32,HIGH,1.0,True,False,0.0,1000
Q111,single_table_filters,0.32,HIGH,1.0,True,False,0.0,1000
Q001,two_table_joins,88.67,HIGH,1.0,True,False,0.5,14906
Q002,two_table_joins,115.89,HIGH,1.0,True,False,0.5,14906
Q003,two_table_joins,134.25,HIGH,1.0,True,False,0.5,148466
Q005,two_table_joins,80.87,HIGH,1.0,True,False,0.5,148466
Q098,single_table_filters,0.28,HIGH,1.0,True,False,0.0,1000
Q097,single_table_filters,0.57,HIGH,1.0,True,False,0.0,1000
Q096,single_table_filters,1.53,HIGH,1.0,True,False,0.0,1000
Q080,single_table_filters,6.94,HIGH,1.0,True,False,0.0,19919
Q069,single_table_filters,6.69,HIGH,1.0,True,False,0.0,14892
Q070,single_table_filters,6.24,HIGH,1.0,True,False,0.0,14892
Q071,single_table_filters,5.96,HIGH,1.0,True,False,0.0,14892
Q072,single_table_filters,3.03,HIGH,1.0,True,False,0.0,14892
Q073,single_table_filters,3.31,HIGH,1.0,True,False,0.0,14892
Q078,single_table_filters,34.08,HIGH,1.0,True,False,0.0,19919
Q079,single_table_filters,31.22,HIGH,1.0,True,False,0.0,19919
Q081,single_table_filters,24.78,HIGH,1.0,True,False,0.0,19919
Q094,single_table_filters,8.05,HIGH,1.0,True,False,0.0,19919
Q082,single_table_filters,3.83,HIGH,1.0,True,False,0.0,19919
Q084,single_table_filters,24.57,HIGH,1.0,True,False,0.0,19919
Q085,single_table_filters,3.12,HIGH,1.0,True,False,0.0,19919
Q086,single_table_filters,5.96,HIGH,1.0,True,False,0.0,19919
Q091,single_table_filters,18.17,HIGH,1.0,True,False,0.0,19919
Q092,single_table_filters,18.51,HIGH,1.0,True,False,0.0,19919
Q093,single_table_filters,13.26,HIGH,1.0,True,False,0.0,19919
Q186,two_table_joins,80.47,HIGH,1.0,True,True,0.5,148466
Q182,two_table_joins,189.01,HIGH,1.0,True,False,0.667,743211
Q200,complex_queries,1617.62,HIGH,1.0,True,True,0.5,905572
Q134,three_table_joins,163.75,HIGH,1.0,True,True,0.8,19925
Q122,three_table_joins,1400.83,HIGH,1.0,True,True,0.75,19950
Q125,three_table_joins,132.91,HIGH,1.0,True,True,0.75,82493
Q127,three_table_joins,144.01,HIGH,1.0,True,True,0.5,148466
Q128,three_table_joins,1424.5,HIGH,1.0,True,True,0.75,19950
Q129,three_table_joins,185.87,HIGH,1.0,True,False,0.667,634
Q130,three_table_joins,161.33,HIGH,1.0,True,True,0.8,19925
Q131,three_table_joins,575.29,HIGH,1.0,True,True,0.667,148470
Q135,three_table_joins,663.77,HIGH,1.0,True,True,0.6,643
Q119,three_table_joins,1194.72,HIGH,1.0,True,True,0.833,148473
Q136,three_table_joins,173.15,HIGH,1.0,True,True,0.667,634
Q139,three_table_joins,3.42,HIGH,1.0,True,False,0.333,625
Q140,three_table_joins,758.99,HIGH,1.0,True,True,0.667,19949
Q141,three_table_joins,89.96,HIGH,1.0,True,True,0.667,634
Q142,three_table_joins,113.02,HIGH,1.0,True,True,0.667,82492
Q143,three_table_joins,101.18,HIGH,1.0,True,True,0.667,19923
Q145,three_table_joins,5.83,HIGH,1.0,True,True,0.6,30409
Q120,three_table_joins,481.27,HIGH,1.0,True,True,0.667,644
Q118,three_table_joins,1129.11,HIGH,1.0,True,True,0.667,644
Q147,three_table_joins,36.24,HIGH,1.0,True,True,0.667,82492
Q102,three_table_joins,309.61,HIGH,1.0,True,True,0.6,643
Q088,three_table_joins,13.81,HIGH,1.0,True,False,0.667,625
Q089,three_table_joins,10.5,HIGH,1.0,True,True,0.333,625
Q090,three_table_joins,0.2,HIGH,1.0,True,True,0.333,625
Q190,two_table_joins,55.93,HIGH,1.0,True,True,0.5,19922
Q097,three_table_joins,286.02,HIGH,1.0,True,True,0.75,14911
Q099,three_table_joins,959.37,HIGH,1.0,True,True,0.75,148471
Q101,three_table_joins,4129.47,HIGH,1.0,True,False,0.6,643
Q104,three_table_joins,609.07,HIGH,1.0,True,False,0.8,19951
Q116,three_table_joins,918.77,HIGH,1.0,True,True,0.667,644
Q105,three_table_joins,3768.32,HIGH,1.0,True,True,0.8,19953
Q107,three_table_joins,770.57,HIGH,1.0,True,False,0.8,148472
Q108,three_table_joins,434.67,HIGH,1.0,True,True,0.833,148473
Q112,three_table_joins,1359.1,HIGH,1.0,True,True,0.833,148473
Q113,three_table_joins,1192.12,HIGH,1.0,True,True,0.667,644
Q114,three_table_joins,905.61,HIGH,1.0,True,True,0.667,644
Q115,three_table_joins,4081.77,HIGH,1.0,True,True,0.833,19954
Q146,three_table_joins,190.25,HIGH,1.0,True,True,0.5,639
Q148,three_table_joins,470.12,HIGH,1.0,True,True,0.75,638
Q002,single_table_filters,263.32,HIGH,1.0,True,False,0.0,148465
Q183,three_table_joins,1011.15,HIGH,1.0,True,True,0.75,594748
Q174,three_table_joins,190.49,HIGH,1.0,True,True,0.5,639
Q194,three_table_joins,3422.91,HIGH,1.0,True,True,0.667,1215
Q176,three_table_joins,384.53,HIGH,1.0,True,True,0.75,638
Q178,three_table_joins,881.58,HIGH,1.0,True,True,0.75,19950
Q179,three_table_joins,227.07,HIGH,1.0,True,True,0.667,148467
Q180,three_table_joins,387.06,HIGH,1.0,True,True,0.667,148470
Q182,three_table_joins,162.11,HIGH,1.0,True,True,0.5,639
Q184,three_table_joins,233.55,HIGH,1.0,True,True,0.75,14911
Q170,three_table_joins,165.08,HIGH,1.0,True,True,0.667,644
Q185,three_table_joins,1026.44,HIGH,1.0,True,True,0.8,297380
Q186,three_table_joins,354.93,HIGH,1.0,True,True,0.714,645
Q187,three_table_joins,234.25,HIGH,1.0,True,True,0.667,148470
Q188,three_table_joins,715.99,HIGH,1.0,True,True,0.75,148471
Q189,three_table_joins,161.81,HIGH,1.0,True,True,0.75,82493
Q190,three_table_joins,1077.03,HIGH,1.0,True,True,0.833,644
Q191,three_table_joins,1190.37,HIGH,1.0,True,True,0.833,594750
Q172,three_table_joins,140.82,HIGH,1.0,True,True,0.8,19925
Q169,three_table_joins,878.58,HIGH,1.0,True,True,0.833,148473
Q149,three_table_joins,91.95,HIGH,1.0,True,True,0.667,634
Q158,three_table_joins,18.77,HIGH,1.0,True,False,0.667,8962
Q150,three_table_joins,184.82,HIGH,1.0,True,True,0.667,644
Q152,three_table_joins,108.18,HIGH,1.0,True,True,0.6,82498
Q153,three_table_joins,1643.62,HIGH,1.0,True,True,0.75,638
Q154,three_table_joins,99.68,HIGH,1.0,True,True,0.25,82521
Q155,three_table_joins,616.34,HIGH,1.0,True,True,0.75,148471
Q156,three_table_joins,6.04,HIGH,1.0,True,False,0.5,639
Q157,three_table_joins,29.2,HIGH,1.0,True,False,0.5,639
Q159,three_table_joins,220.92,HIGH,1.0,True,False,0.6,595380
Q168,three_table_joins,161.23,HIGH,1.0,True,True,0.667,644
Q161,three_table_joins,25.52,HIGH,1.0,True,False,0.5,639
Q162,three_table_joins,756.07,HIGH,1.0,True,True,0.667,743218
Q163,three_table_joins,12.46,HIGH,1.0,True,True,0.5,83492
Q164,three_table_joins,5.75,HIGH,1.0,True,True,0.0,15892
Q165,three_table_joins,220.85,HIGH,1.0,True,True,0.667,644
Q166,three_table_joins,18.36,HIGH,1.0,True,True,0.667,634
Q167,three_table_joins,121.79,HIGH,1.0,True,False,0.5,639
Q087,three_table_joins,12.8,HIGH,1.0,True,True,0.333,625
Q086,three_table_joins,11.89,HIGH,1.0,True,False,0.333,625
Q085,three_table_joins,13.55,HIGH,1.0,True,True,0.667,625
Q020,three_table_joins,1.28,HIGH,1.0,True,True,0.333,625
Q014,three_table_joins,166.35,HIGH,1.0,True,True,0.5,639
Q015,three_table_joins,33.27,HIGH,1.0,True,True,0.5,639
Q016,three_table_joins,167.5,HIGH,1.0,True,False,0.5,639
Q003,aggregation,2.19,HIGH,1.0,True,False,0.0,14892
Q017,three_table_joins,261.97,HIGH,1.0,True,True,0.5,639
Q018,three_table_joins,185.07,HIGH,1.0,True,False,0.5,639
Q019,three_table_joins,184.72,HIGH,1.0,True,False,0.5,639
Q022,three_table_joins,972.52,HIGH,1.0,True,False,0.667,19949
Q012,three_table_joins,21.32,HIGH,1.0,True,False,0.5,639
Q023,three_table_joins,274.31,HIGH,1.0,True,False,0.667,19949
Q024,three_table_joins,851.8,HIGH,1.0,True,False,0.667,19949
Q025,three_table_joins,1067.22,HIGH,1.0,True,False,0.667,19949
Q002,aggregation,123.77,HIGH,1.0,True,False,0.0,594745
Q029,three_table_joins,1006.32,HIGH,1.0,True,True,0.667,19949
Q200,three_table_joins,2627.88,HIGH,1.0,True,True,0.778,647
Q199,three_table_joins,68.28,HIGH,1.0,True,True,0.5,297552
Q013,three_table_joins,41.14,HIGH,1.0,True,False,0.5,639
Q011,three_table_joins,123.47,HIGH,1.0,True,False,0.5,639
Q041,three_table_joins,1781.86,HIGH,1.0,True,False,0.667,19949
Q001,three_table_joins,105.56,HIGH,1.0,True,False,0.667,634
Q192,two_table_joins,42.93,HIGH,1.0,True,True,0.5,14906
Q194,two_table_joins,129.56,HIGH,1.0,True,True,0.5,19922
Q195,two_table_joins,218.16,HIGH,1.0,True,True,0.5,148466
Q196,two_table_joins,361.07,HIGH,1.0,True,False,0.6,1337957
Q197,two_table_joins,1.14,HIGH,1.0,True,False,0.667,19923
Q198,two_table_joins,375.36,HIGH,1.0,True,True,0.5,14906
Q200,two_table_joins,98.1,HIGH,1.0,True,True,0.5,82491
Q002,three_table_joins,9.91,HIGH,1.0,True,False,0.667,634
Q010,three_table_joins,41.35,HIGH,1.0,True,True,0.667,634
Q003,three_table_joins,149.62,HIGH,1.0,True,False,0.667,148467
Q004,aggregation,4.0,HIGH,1.0,True,False,0.0,19919
Q004,three_table_joins,62.1,HIGH,1.0,True,False,0.667,14907
Q005,three_table_joins,95.67,HIGH,1.0,True,False,0.667,148467
Q006,three_table_joins,8.41,HIGH,1.0,True,False,0.667,634
Q007,three_table_joins,5.15,HIGH,1.0,True,False,0.667,634
Q009,three_table_joins,167.66,HIGH,1.0,True,True,0.667,634
Q084,three_table_joins,3.38,HIGH,1.0,True,True,0.333,625
Q192,three_table_joins,513.24,HIGH,1.0,True,True,0.6,643
Q042,three_table_joins,1381.49,HIGH,1.0,True,False,0.667,19949
Q062,three_table_joins,178.33,HIGH,1.0,True,False,0.667,14910
Q069,three_table_joins,102.44,HIGH,1.0,True,True,0.667,14910
Q071,three_table_joins,3.26,HIGH,1.0,True,False,0.667,1002
Q072,three_table_joins,0.73,HIGH,1.0,True,False,0.0,1030
Q073,three_table_joins,0.82,HIGH,1.0,True,False,0.333,1026
Q074,three_table_joins,1.23,HIGH,1.0,True,True,0.667,1002
Q075,three_table_joins,1.36,HIGH,1.0,True,True,0.667,1002
Q076,three_table_joins,1.63,HIGH,1.0,True,False,0.333,1006
Q077,three_table_joins,0.47,HIGH,1.0,True,True,0.667,1002
Q078,three_table_joins,1.44,HIGH,1.0,True,True,0.667,1002
Q079,three_table_joins,0.47,HIGH,1.0,True,False,0.667,1002
Q080,three_table_joins,1.37,HIGH,1.0,True,True,0.0,1030
Q081,three_table_joins,13.76,HIGH,1.0,True,False,0.333,625
Q082,three_table_joins,2.91,HIGH,1.0,True,False,0.333,625
Q196,three_table_joins,196.0,HIGH,1.0,True,True,0.5,639
Q083,three_table_joins,2.83,HIGH,1.0,True,False,0.333,625
Q197,three_table_joins,1641.16,HIGH,1.0,True,True,0.667,1248967
Q068,three_table_joins,516.77,HIGH,1.0,True,True,0.667,148470
Q060,three_table_joins,1466.21,HIGH,1.0,True,True,0.75,594748
Q050,three_table_joins,1227.71,HIGH,1.0,True,True,0.667,19951
Q043,three_table_joins,1138.97,HIGH,1.0,True,False,0.667,19951
Q044,three_table_joins,1437.54,HIGH,1.0,True,True,0.667,19949
Q045,three_table_joins,1335.22,HIGH,1.0,True,True,0.667,19949
Q047,three_table_joins,1518.47,HIGH,1.0,True,True,0.667,19949
Q059,three_table_joins,666.7,HIGH,1.0,True,True,0.75,594748
Q049,three_table_joins,606.9,HIGH,1.0,True,True,0.667,594747
Q048,three_table_joins,1423.49,HIGH,1.0,True,False,0.667,19949
Q051,three_table_joins,1587.18,HIGH,1.0,True,False,0.75,19950
Q052,three_table_joins,145.15,HIGH,1.0,True,False,0.75,19952
Q053,three_table_joins,2667.38,HIGH,1.0,True,True,0.75,19950
Q055,three_table_joins,636.87,HIGH,1.0,True,False,0.75,594748
Q056,three_table_joins,1546.81,HIGH,1.0,True,True,0.75,19950
Q058,three_table_joins,3023.58,HIGH,1.0,True,True,0.75,19950
Q042,two_table_joins,186.0,HIGH,1.0,False,True,1.0,148466
Q110,aggregation,63.4,HIGH,1.0,False,True,1.0,594745
Q037,three_table_joins,831.12,HIGH,1.0,False,True,1.0,148470
Q036,three_table_joins,919.35,HIGH,1.0,False,True,1.0,148470
Q050,complex_queries,505.5,HIGH,1.0,False,True,1.0,296934
Q043,two_table_joins,1038.75,HIGH,1.0,False,True,1.0,148469
Q096,three_table_joins,1038.75,HIGH,1.0,False,False,1.0,148471
Q027,three_table_joins,965.78,HIGH,1.0,False,False,1.0,148470
Q146,two_table_joins,434.18,HIGH,1.0,False,False,1.0,148469
Q169,two_table_joins,392.34,HIGH,1.0,False,False,1.0,148469
Q038,three_table_joins,923.32,HIGH,1.0,False,False,1.0,148470
Q041,two_table_joins,1049.54,HIGH,1.0,False,True,1.0,148469
Q035,three_table_joins,937.77,HIGH,1.0,False,True,1.0,148470
Q189,two_table_joins,277.75,HIGH,1.0,False,True,1.0,222701
Q053,complex_queries,1554.15,HIGH,1.0,False,True,1.0,1189490
Q047,aggregation,769.1,HIGH,1.0,False,True,1.0,594745
